zip,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
48071,42.5073,-83.10339,Madison Heights,MI,Michigan,True,,30120.0,1639.0,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48072,42.49788,-83.18588,Berkley,MI,Michigan,True,,15372.0,2471.3,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48073,42.5192,-83.16436,Royal Oak,MI,Michigan,True,,34700.0,1815.6,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48074,42.94827,-82.56202,Smiths Creek,MI,Michigan,True,,9172.0,95.5,26147,St. Clair,"{""26147"": ""100""}",St. Clair,26147,False,False,America/Detroit
48075,42.46206,-83.23042,Southfield,MI,Michigan,True,,21758.0,1135.9,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48076,42.4975,-83.23088,Southfield,MI,Michigan,True,,24947.0,1353.8,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48079,42.85781,-82.54738,Saint Clair,MI,Michigan,True,,12188.0,112.9,26147,St. Clair,"{""26147"": ""100""}",St. Clair,26147,False,False,America/Detroit
48080,42.46416,-82.89956,Saint Clair Shores,MI,Michigan,True,,22592.0,1973.6,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48081,42.49505,-82.89862,Saint Clair Shores,MI,Michigan,True,,20671.0,2030.5,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48082,42.52703,-82.88713,Saint Clair Shores,MI,Michigan,True,,16200.0,1892.6,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48083,42.55706,-83.11685,Troy,MI,Michigan,True,,22561.0,1008.4,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48084,42.56064,-83.17572,Troy,MI,Michigan,True,,15737.0,983.2,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48085,42.60063,-83.11982,Troy,MI,Michigan,True,,26459.0,1098.3,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48088,42.51565,-82.98297,Warren,MI,Michigan,True,,22189.0,1931.1,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48089,42.47019,-82.99544,Warren,MI,Michigan,True,,31226.0,1516.4,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48091,42.46818,-83.05799,Warren,MI,Michigan,True,,29811.0,1441.0,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48092,42.51398,-83.05937,Warren,MI,Michigan,True,,26939.0,1269.6,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48093,42.51416,-83.01481,Warren,MI,Michigan,True,,24632.0,1682.0,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48094,42.73641,-83.03709,Washington,MI,Michigan,True,,19872.0,438.0,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48095,42.7798,-83.03864,Washington,MI,Michigan,True,,5765.0,131.5,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48096,42.76136,-82.92003,Ray,MI,Michigan,True,,4010.0,42.3,26099,Macomb,"{""26099"": ""100""}",Macomb,26099,False,False,America/Detroit
48097,43.126,-82.8295,Yale,MI,Michigan,True,,5273.0,26.7,26147,St. Clair,"{""26147"": ""88.93"", ""26151"": ""11.07""}",St. Clair|Sanilac,26147|26151,False,False,America/Detroit
48098,42.59907,-83.17888,Troy,MI,Michigan,True,,19232.0,791.1,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48101,42.25987,-83.21061,Allen Park,MI,Michigan,True,,27216.0,1495.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48103,42.25991,-83.84325,Ann Arbor,MI,Michigan,True,,55118.0,327.0,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48104,42.26425,-83.71703,Ann Arbor,MI,Michigan,True,,43369.0,2152.9,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48105,42.33168,-83.70705,Ann Arbor,MI,Michigan,True,,36718.0,284.1,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48108,42.22217,-83.73181,Ann Arbor,MI,Michigan,True,,26753.0,608.9,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48109,42.28357,-83.72398,Ann Arbor,MI,Michigan,True,,5506.0,2176.5,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48111,42.17903,-83.48676,Belleville,MI,Michigan,True,,40926.0,234.1,26163,Wayne,"{""26163"": ""99.34"", ""26161"": ""0.48"", ""26115"": ""0.17""}",Wayne|Washtenaw|Monroe,26163|26161|26115,False,False,America/Detroit
48114,42.57002,-83.74835,Brighton,MI,Michigan,True,,21177.0,247.4,26093,Livingston,"{""26093"": ""100""}",Livingston,26093,False,False,America/Detroit
48116,42.50513,-83.78199,Brighton,MI,Michigan,True,,27244.0,287.6,26093,Livingston,"{""26093"": ""100""}",Livingston,26093,False,False,America/Detroit
48117,42.04999,-83.40922,Carleton,MI,Michigan,True,,10039.0,70.6,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48118,42.31257,-84.03874,Chelsea,MI,Michigan,True,,12827.0,56.4,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48120,42.30697,-83.17394,Dearborn,MI,Michigan,True,,7386.0,894.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48122,42.28024,-83.17807,Melvindale,MI,Michigan,True,,10348.0,1466.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48124,42.29832,-83.24756,Dearborn,MI,Michigan,True,,28396.0,1238.1,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48125,42.27791,-83.26539,Dearborn Heights,MI,Michigan,True,,20110.0,1917.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48126,42.32556,-83.18336,Dearborn,MI,Michigan,True,,48424.0,1907.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48127,42.33659,-83.28293,Dearborn Heights,MI,Michigan,True,,35747.0,1794.1,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48128,42.32043,-83.25926,Dearborn,MI,Michigan,True,,10495.0,1713.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48130,42.35419,-83.90324,Dexter,MI,Michigan,True,,15756.0,97.8,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48131,41.96572,-83.67235,Dundee,MI,Michigan,True,,7060.0,54.4,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48133,41.7812,-83.48594,Erie,MI,Michigan,True,,5227.0,74.7,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48134,42.10714,-83.29339,Flat Rock,MI,Michigan,True,,21937.0,472.5,26163,Wayne,"{""26163"": ""96.61"", ""26115"": ""3.39""}",Wayne|Monroe,26163|26115,False,False,America/Detroit
48135,42.3244,-83.34119,Garden City,MI,Michigan,True,,26683.0,1755.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48137,42.46219,-84.0736,Gregory,MI,Michigan,True,,5245.0,47.7,26093,Livingston,"{""26093"": ""71.25"", ""26161"": ""28.75""}",Livingston|Washtenaw,26093|26161,False,False,America/Detroit
48138,42.13309,-83.15577,Grosse Ile,MI,Michigan,True,,10159.0,441.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48139,42.45237,-83.80585,Hamburg,MI,Michigan,True,,135.0,75.7,26093,Livingston,"{""26093"": ""100""}",Livingston,26093,False,False,America/Detroit
48140,41.88134,-83.58142,Ida,MI,Michigan,True,,3251.0,47.2,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48141,42.29349,-83.31483,Inkster,MI,Michigan,True,,24520.0,1514.1,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48144,41.75327,-83.62835,Lambertville,MI,Michigan,True,,9545.0,484.6,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48145,41.85061,-83.46329,La Salle,MI,Michigan,True,,3358.0,77.2,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48146,42.2433,-83.18113,Lincoln Park,MI,Michigan,True,,36697.0,2419.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48150,42.36843,-83.3726,Livonia,MI,Michigan,True,,25938.0,835.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48152,42.42583,-83.37459,Livonia,MI,Michigan,True,,31018.0,988.8,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48154,42.3971,-83.37291,Livonia,MI,Michigan,True,,37293.0,1239.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48157,41.81451,-83.43854,Luna Pier,MI,Michigan,True,,1217.0,488.9,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48158,42.15601,-84.03098,Manchester,MI,Michigan,True,,7585.0,31.2,26161,Washtenaw,"{""26161"": ""99.29"", ""26075"": ""0.71""}",Washtenaw|Jackson,26161|26075,False,False,America/Detroit
48159,42.02416,-83.55357,Maybee,MI,Michigan,True,,2615.0,33.1,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48160,42.08085,-83.67886,Milan,MI,Michigan,True,,13565.0,65.1,26161,Washtenaw,"{""26161"": ""65.61"", ""26115"": ""34.39""}",Washtenaw|Monroe,26161|26115,False,False,America/Detroit
48161,41.90805,-83.47199,Monroe,MI,Michigan,True,,26254.0,226.3,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48162,41.96032,-83.4356,Monroe,MI,Michigan,True,,27659.0,187.5,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48164,42.12697,-83.3909,New Boston,MI,Michigan,True,,8713.0,114.5,26163,Wayne,"{""26163"": ""99.24"", ""26115"": ""0.76""}",Wayne|Monroe,26163|26115,False,False,America/Detroit
48165,42.50135,-83.6176,New Hudson,MI,Michigan,True,,7506.0,311.6,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48166,41.9863,-83.29408,Newport,MI,Michigan,True,,11758.0,170.8,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48167,42.43528,-83.52917,Northville,MI,Michigan,True,,22382.0,486.0,26125,Oakland,"{""26125"": ""49.74"", ""26163"": ""44.04"", ""26161"": ""6.22""}",Oakland|Wayne|Washtenaw,26125|26163|26161,False,False,America/Detroit
48168,42.4063,-83.54044,Northville,MI,Michigan,True,,22849.0,432.6,26163,Wayne,"{""26163"": ""93.58"", ""26161"": ""6.42""}",Wayne|Washtenaw,26163|26161,False,False,America/Detroit
48169,42.46279,-83.949,Pinckney,MI,Michigan,True,,21818.0,146.1,26093,Livingston,"{""26093"": ""95.09"", ""26161"": ""4.91""}",Livingston|Washtenaw,26093|26161,False,False,America/Detroit
48170,42.36761,-83.53159,Plymouth,MI,Michigan,True,,39470.0,446.2,26163,Wayne,"{""26163"": ""95.15"", ""26161"": ""4.85""}",Wayne|Washtenaw,26163|26161,False,False,America/Detroit
48173,42.07512,-83.21467,Rockwood,MI,Michigan,True,,12443.0,418.7,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48174,42.20857,-83.35402,Romulus,MI,Michigan,True,,31633.0,297.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48176,42.15132,-83.81531,Saline,MI,Michigan,True,,23640.0,122.8,26161,Washtenaw,"{""26161"": ""99.86"", ""26091"": ""0.14""}",Washtenaw|Lenawee,26161|26091,False,False,America/Detroit
48177,41.80396,-83.58091,Samaria,MI,Michigan,True,,229.0,142.2,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48178,42.44466,-83.6635,South Lyon,MI,Michigan,True,,35390.0,270.3,26125,Oakland,"{""26125"": ""61.52"", ""26093"": ""31.16"", ""26161"": ""7.32""}",Oakland|Livingston|Washtenaw,26125|26093|26161,False,False,America/Detroit
48179,42.03561,-83.2534,South Rockwood,MI,Michigan,True,,3686.0,69.8,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48180,42.226,-83.26882,Taylor,MI,Michigan,True,,61379.0,1003.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48182,41.79189,-83.57932,Temperance,MI,Michigan,True,,22463.0,218.7,26115,Monroe,"{""26115"": ""100""}",Monroe,26115,False,False,America/Detroit
48183,42.13585,-83.21932,Trenton,MI,Michigan,True,,42248.0,879.4,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48184,42.27421,-83.39407,Wayne,MI,Michigan,True,,17279.0,948.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48185,42.33574,-83.38462,Westland,MI,Michigan,True,,48007.0,1523.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48186,42.29478,-83.37453,Westland,MI,Michigan,True,,33931.0,1586.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48187,42.32916,-83.48782,Canton,MI,Michigan,True,,50037.0,1068.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48188,42.28563,-83.48588,Canton,MI,Michigan,True,,41883.0,896.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48189,42.41212,-83.78537,Whitmore Lake,MI,Michigan,True,,13830.0,155.5,26161,Washtenaw,"{""26161"": ""54.18"", ""26093"": ""45.82""}",Washtenaw|Livingston,26161|26093,False,False,America/Detroit
48190,42.13155,-83.59377,Whittaker,MI,Michigan,True,,226.0,247.1,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48191,42.11987,-83.564,Willis,MI,Michigan,True,,4436.0,105.3,26161,Washtenaw,"{""26161"": ""95.56"", ""26115"": ""4.44""}",Washtenaw|Monroe,26161|26115,False,False,America/Detroit
48192,42.20834,-83.16162,Wyandotte,MI,Michigan,True,,25044.0,1837.4,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48193,42.17378,-83.20944,Riverview,MI,Michigan,True,,15754.0,865.5,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48195,42.20472,-83.20589,Southgate,MI,Michigan,True,,29165.0,1649.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48197,42.19714,-83.62885,Ypsilanti,MI,Michigan,True,,68108.0,627.3,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48198,42.27549,-83.58835,Ypsilanti,MI,Michigan,True,,38451.0,442.1,26161,Washtenaw,"{""26161"": ""100""}",Washtenaw,26161,False,False,America/Detroit
48201,42.34704,-83.06014,Detroit,MI,Michigan,True,,15846.0,3050.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48202,42.37483,-83.07771,Detroit,MI,Michigan,True,,15816.0,1835.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48203,42.42166,-83.10232,Highland Park,MI,Michigan,True,,23063.0,1111.4,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48204,42.36576,-83.14294,Detroit,MI,Michigan,True,,23927.0,1843.3,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48205,42.43315,-82.9811,Detroit,MI,Michigan,True,,33956.0,2054.0,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48206,42.3751,-83.10785,Detroit,MI,Michigan,True,,16065.0,1984.4,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48207,42.3493,-83.0148,Detroit,MI,Michigan,True,,20809.0,1296.0,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48208,42.34852,-83.09192,Detroit,MI,Michigan,True,,9026.0,1102.1,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48209,42.30535,-83.11626,Detroit,MI,Michigan,True,,31624.0,1800.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48210,42.33622,-83.12832,Detroit,MI,Michigan,True,,30046.0,2301.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48211,42.38134,-83.04578,Detroit,MI,Michigan,True,,6229.0,575.0,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48212,42.40942,-83.05601,Hamtramck,MI,Michigan,True,,38162.0,2751.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48213,42.39794,-82.9954,Detroit,MI,Michigan,True,,22148.0,1308.7,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48214,42.36508,-82.98744,Detroit,MI,Michigan,True,,21599.0,1671.1,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48215,42.37512,-82.95445,Detroit,MI,Michigan,True,,11690.0,1124.8,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48216,42.32655,-83.07873,Detroit,MI,Michigan,True,,5318.0,929.2,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48217,42.27806,-83.15399,Detroit,MI,Michigan,True,,6678.0,1129.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48218,42.27317,-83.12728,River Rouge,MI,Michigan,True,,7502.0,1091.3,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48219,42.42575,-83.25286,Detroit,MI,Michigan,True,,47632.0,2187.6,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48220,42.45807,-83.13521,Ferndale,MI,Michigan,True,,22548.0,1967.2,26125,Oakland,"{""26125"": ""100""}",Oakland,26125,False,False,America/Detroit
48221,42.42703,-83.14869,Detroit,MI,Michigan,True,,41523.0,2940.8,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48223,42.39343,-83.24641,Detroit,MI,Michigan,True,,25746.0,1642.0,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48224,42.41067,-82.94128,Detroit,MI,Michigan,True,,41453.0,2790.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48225,42.43897,-82.92948,Harper Woods,MI,Michigan,True,,14194.0,2055.9,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48226,42.33168,-83.05016,Detroit,MI,Michigan,True,,7150.0,2284.8,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48227,42.38725,-83.19264,Detroit,MI,Michigan,True,,41353.0,2120.4,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
48228,42.35545,-83.21705,Detroit,MI,Michigan,True,,56262.0,2523.0,26163,Wayne,"{""26163"": ""100""}",Wayne,26163,False,False,America/Detroit
